Table 1,,,,,,,,,,,,,,,,,,
Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6
CUST0001,56,165580,398,0.390501928600237,3,0,16310,0.31739611496857,EMP,18,Student,Los Angeles,Late,Late,Missed,Late,Missed,Late
CUST0002,69,100999,493,0.312444033226017,6,1,17401,0.196092643360821,Self-employed,0,Standard,Phoenix,Missed,Missed,Late,Missed,On-time,On-time
CUST0003,46,188416,500,0.359930238508409,0,0,13761,0.301654939890911,Self-employed,1,Platinum,Chicago,Missed,Late,Late,On-time,Missed,Late
CUST0004,32,101672,413,0.371400355303824,3,0,88778,0.264794439228806,Unemployed,15,Platinum,Phoenix,Late,Missed,Late,Missed,Late,Late
CUST0005,60,38524,487,0.234715862628201,2,0,13316,0.510583482534848,Self-employed,11,Standard,Phoenix,Missed,On-time,Missed,Late,Late,Late
CUST0006,25,84042,700,0.650540429714525,6,0,48361,0.260687881080009,Unemployed,7,Gold,New York,On-time,Late,Missed,Missed,Missed,Late
CUST0007,38,35056,354,0.390580940522579,3,0,4638,0.484265137288334,employed,17,Platinum,New York,On-time,Missed,Missed,Late,Missed,Late
CUST0008,56,123215,415,0.532714667117731,5,0,55776,0.358695229118337,EMP,1,Student,New York,On-time,On-time,On-time,Late,Missed,Late
CUST0009,36,66991,405,0.413034847617951,5,1,,0.219854102927027,Employed,12,Student,Phoenix,On-time,On-time,On-time,Missed,Late,On-time
CUST0010,40,34870,679,0.361823917542758,4,0,93922,0.333081092525975,EMP,5,Business,Los Angeles,On-time,Missed,Missed,On-time,Missed,Missed
CUST0011,28,42532,340,0.83445584721737,4,0,82909,0.269559025366218,Unemployed,5,Student,Chicago,On-time,Late,Missed,Missed,On-time,Late
CUST0012,28,70479,679,0.684586436441881,3,0,75777,0.324215749074123,Unemployed,8,Business,Chicago,On-time,Missed,Missed,Late,On-time,Late
CUST0013,41,56975,320,0.126359920008971,0,0,15171,0.228610901256673,EMP,15,Standard,Los Angeles,Late,Late,Missed,Late,On-time,On-time
CUST0014,70,117023,528,0.105172510332822,5,0,95136,0.469017763334595,retired,10,Standard,Los Angeles,On-time,Missed,Missed,Missed,On-time,On-time
CUST0015,53,143148,617,0.708521767127297,0,0,2593,0.392539809079672,Unemployed,6,Standard,Chicago,Late,Missed,Late,Late,Late,Late
CUST0016,57,159356,601,0.396029321690249,0,0,1514,0.303178156816159,Self-employed,9,Gold,Houston,Missed,On-time,Late,Missed,Missed,Late
CUST0017,41,146484,543,0.170183533213155,3,0,74039,0.472911476806953,Self-employed,9,Gold,New York,Late,Missed,On-time,Missed,Missed,Late
CUST0018,20,183152,823,0.709147026508068,0,1,28018,0.307427924408284,Unemployed,19,Business,New York,On-time,On-time,Late,Late,On-time,Late
CUST0019,39,81040,831,0.533824810019818,5,0,16034,0.409762496486116,Unemployed,17,Student,Chicago,Missed,On-time,On-time,Late,On-time,Missed
CUST0020,70,181319,486,0.550314216966463,2,0,2420,0.303830058752242,retired,19,Student,Los Angeles,Late,Missed,Late,Late,Late,Missed
CUST0021,19,199402,783,0.661907854401181,4,0,43942,0.339388759481057,Self-employed,8,Standard,Houston,Late,Late,On-time,On-time,On-time,Late
CUST0022,41,40351,690,0.238004568343521,2,1,2200,0.291856121905722,Unemployed,14,Platinum,Chicago,Missed,Missed,On-time,On-time,Late,Missed
CUST0023,61,154487,321,0.173699835723167,0,0,81757,0.309530135387393,Unemployed,3,Gold,New York,Late,On-time,On-time,On-time,Late,On-time
CUST0024,47,108468,538,0.81619085898064,2,1,,0.317053186038799,retired,7,Gold,Phoenix,Late,Late,Late,On-time,Late,Late
CUST0025,55,41646,847,0.212566647851541,5,0,28018,0.23302681675116,retired,8,Standard,Los Angeles,On-time,Missed,Missed,Missed,Late,Late
CUST0026,19,193998,515,0.255552440584887,5,0,,0.259893133307691,EMP,12,Gold,Phoenix,Late,Missed,On-time,Late,Missed,On-time
CUST0027,38,89740,789,0.295512924090846,0,0,89660,0.278324498351382,retired,8,Standard,Chicago,Missed,On-time,Missed,Missed,Missed,On-time
CUST0028,50,136790,525,0.915989184738104,3,0,43870,0.322971101680229,Employed,3,Business,New York,Missed,On-time,Late,Late,Missed,On-time
CUST0029,29,86726,588,0.598676660082304,2,0,,0.296942098049653,Self-employed,16,Student,Houston,Late,Late,Missed,On-time,Late,On-time
CUST0030,39,88523,523,0.693081594887076,3,0,29561,0.41730325338257,EMP,15,Platinum,Phoenix,Late,On-time,On-time,On-time,Late,On-time
CUST0031,61,72458,374,0.539233509115745,3,0,60530,0.384711831897964,Employed,14,Student,Houston,On-time,Missed,Late,Missed,On-time,Missed
CUST0032,42,60106,385,0.379622557759753,1,0,46663,0.280367244397462,Unemployed,2,Student,New York,On-time,Late,Late,On-time,On-time,Missed
CUST0033,66,106362,806,0.626258256652033,0,1,11308,0.438178389745193,Unemployed,19,Business,Phoenix,Late,Late,Late,Late,Late,On-time
CUST0034,44,99076,440,0.188676805840639,4,0,99005,0.487302062357545,EMP,4,Gold,Houston,Missed,Late,Late,Missed,On-time,Missed
CUST0035,59,69693,316,0.280943309580701,5,1,60278,0.1,retired,4,Platinum,Houston,On-time,Missed,Late,Late,On-time,Late
CUST0036,45,137402,464,0.646595035852296,5,0,65119,0.393229008506627,Unemployed,19,Gold,Phoenix,Missed,Missed,Missed,On-time,On-time,On-time
CUST0037,33,53756,521,0.228548953834643,0,0,36029,0.23070158026685,employed,14,Student,New York,Late,Missed,Missed,On-time,On-time,Missed
CUST0038,32,181319,467,0.462183706167625,6,0,62010,0.380074802132329,EMP,17,Standard,Houston,Missed,On-time,On-time,On-time,Missed,On-time
CUST0039,64,183152,823,0.471297531128917,6,0,87164,0.423823794064643,Employed,14,Student,Chicago,Late,On-time,Late,Missed,Missed,On-time
CUST0040,68,97750,352,0.394267599332567,6,0,91432,0.212300740548944,EMP,1,Gold,Phoenix,On-time,Late,Late,On-time,On-time,On-time
CUST0041,61,,372,0.109776305030228,4,0,44454,0.114767290098423,Self-employed,12,Student,Los Angeles,Late,Missed,Late,On-time,Late,Late
CUST0042,72,81617,359,0.374214221762261,5,0,11564,0.383543408821586,retired,3,Standard,Los Angeles,Late,On-time,Late,On-time,Missed,Missed
CUST0043,69,,792,0.335006324613502,0,1,11155,0.313540248248361,retired,9,Business,New York,On-time,Late,Late,Late,Missed,Missed
CUST0044,74,66991,601,0.532287972657539,5,0,31198,0.133156124609737,EMP,12,Gold,Chicago,On-time,Late,On-time,Missed,Missed,Late
CUST0045,20,106267,751,0.522098107739893,3,0,86447,0.552956450546282,Unemployed,9,Student,Houston,On-time,Missed,On-time,Late,On-time,Late
CUST0046,54,59238,401,0.575592291987374,2,1,,0.362441941225655,Unemployed,8,Gold,Los Angeles,On-time,Late,Missed,Missed,Late,On-time
CUST0047,68,153311,326,0.36480274540512,2,0,5626,0.367010004012515,employed,7,Business,New York,Missed,Missed,On-time,Late,Missed,Late
CUST0048,24,146800,637,0.604555590093178,5,0,2687,0.436581775256204,employed,2,Student,Chicago,On-time,Late,On-time,Missed,On-time,On-time
CUST0049,38,97750,691,0.188798653445263,1,0,63375,0.241917604715349,retired,15,Student,Chicago,Late,On-time,On-time,On-time,Missed,Late
CUST0050,26,118033,469,0.135619053469529,4,0,92865,0.313045411208867,employed,13,Gold,New York,Late,Missed,Missed,Late,On-time,Missed
CUST0051,56,169865,336,0.05,6,0,92183,0.168067808622023,Employed,8,Gold,New York,Missed,Late,On-time,Late,Late,On-time
CUST0052,35,109074,383,0.4001405520856,4,0,,0.239205155271481,employed,10,Standard,Houston,Late,Missed,Late,Late,Missed,On-time
CUST0053,21,185806,823,0.349340355132288,4,0,,0.338566000046923,Employed,2,Business,New York,Missed,Missed,Late,On-time,On-time,Missed
CUST0054,42,194819,339,0.65786312237092,3,0,29427,0.133471533286754,employed,4,Standard,Houston,Late,Missed,On-time,On-time,On-time,Missed
CUST0055,31,90353,711,0.370267482590226,4,0,69342,0.236371045432191,retired,9,Student,Houston,Late,On-time,On-time,On-time,Late,Late
CUST0056,67,198401,715,0.554675269588853,2,0,17401,0.207206604006227,retired,12,Gold,Phoenix,On-time,Late,Late,On-time,Late,Late
CUST0057,26,76629,673,0.662659315316615,3,0,35372,0.314209224562034,Employed,3,Student,Chicago,On-time,Late,Late,Late,Missed,On-time
CUST0058,43,107193,843,0.362736184870176,0,0,70793,0.357470126166534,EMP,12,Student,Chicago,Missed,Missed,Missed,Missed,Late,On-time
CUST0059,70,81040,401,0.559610442021435,4,0,63443,0.374215280437645,retired,11,Platinum,Chicago,Late,Missed,Missed,Missed,Late,Missed
CUST0060,19,,538,0.700385509791039,4,0,37445,0.399881664477815,EMP,4,Platinum,Phoenix,On-time,Late,Missed,Late,Missed,On-time
CUST0061,37,140899,826,0.252367445038886,0,1,64950,0.437211684657237,Unemployed,9,Student,Houston,On-time,Missed,Late,Missed,Missed,On-time
CUST0062,45,184160,475,0.504970467648928,4,0,49893,0.36072454536834,Employed,8,Gold,Houston,Late,Missed,On-time,On-time,Missed,Missed
CUST0063,64,155507,801,0.363593123360137,0,0,81202,0.488733589889441,retired,19,Student,New York,Missed,Late,Late,On-time,Late,On-time
CUST0064,24,109074,739,0.265102023501372,3,0,54247,0.311950252126468,Self-employed,6,Platinum,Phoenix,Missed,Missed,Missed,Missed,On-time,Missed
CUST0065,61,43251,773,0.192709651901954,2,0,86488,0.282667884574945,Unemployed,1,Gold,New York,On-time,Missed,Late,On-time,On-time,Late
CUST0066,25,117634,815,0.261870285564259,0,0,95267,0.360730736336004,EMP,6,Student,Phoenix,Missed,On-time,Missed,Missed,Late,Missed
CUST0067,64,,612,0.512005801150402,1,0,99005,0.278358882500741,retired,7,Business,New York,On-time,Late,On-time,Missed,On-time,On-time
CUST0068,52,172164,600,0.17783110888765,0,0,7468,0.485256472877504,Employed,6,Business,Los Angeles,Missed,Missed,On-time,Late,Late,Missed
CUST0069,31,,796,0.389854595182272,4,0,85026,0.413098347313521,employed,13,Student,Chicago,Missed,Late,Missed,Late,Late,Missed
CUST0070,34,81617,822,0.662638881370579,6,0,24917,0.375027814419951,Self-employed,18,Gold,Chicago,Late,Missed,On-time,On-time,On-time,Missed
CUST0071,53,196415,797,0.589802192683787,6,1,77348,0.313141934404135,EMP,4,Student,Houston,On-time,On-time,Missed,Missed,On-time,Late
CUST0072,67,159572,371,0.393898475412368,3,0,16310,0.259252282858513,Unemployed,17,Student,Los Angeles,Missed,On-time,On-time,Missed,On-time,On-time
CUST0073,57,136465,567,0.837938082671744,5,0,95303,0.370132500456776,Employed,19,Platinum,Chicago,Late,Late,Missed,On-time,On-time,Missed
CUST0074,21,36447,448,0.878607282782332,3,0,13355,0.187290254815304,Self-employed,11,Business,Houston,On-time,On-time,Missed,Late,On-time,Missed
CUST0075,19,159188,835,0.505224486307945,5,0,96507,0.453436353344102,Employed,16,Platinum,Los Angeles,On-time,On-time,On-time,Missed,On-time,On-time
CUST0076,23,181267,542,0.05,6,0,24851,0.282236329461462,retired,12,Platinum,Chicago,Missed,Missed,Late,Missed,Late,On-time
CUST0077,71,,611,0.677289639403251,6,0,23908,0.330510673324072,employed,1,Student,New York,Late,Missed,Late,On-time,Missed,Missed
CUST0078,59,59425,577,0.05,0,0,65548,0.209039892380671,Unemployed,12,Platinum,Phoenix,Missed,On-time,On-time,On-time,On-time,On-time
CUST0079,21,97844,728,0.795229222144013,2,0,82909,0.372298626311922,Employed,6,Business,Los Angeles,On-time,Missed,On-time,Late,On-time,Late
CUST0080,71,115235,427,0.716716980148459,1,0,31454,0.254625838716167,EMP,9,Platinum,Houston,Missed,On-time,Late,On-time,On-time,Late
CUST0081,46,189358,824,0.854842500827604,3,0,4617,0.364922879030509,retired,5,Business,Los Angeles,Missed,Late,Late,On-time,Late,On-time
CUST0082,35,88847,686,0.552053111673545,4,0,92329,0.375739346897738,retired,2,Platinum,Houston,Late,Late,Missed,On-time,Late,Late
CUST0083,43,172504,835,0.427722846563632,5,0,28298,0.235236788641145,Unemployed,2,Business,Los Angeles,On-time,Missed,Late,Late,Missed,Missed
CUST0084,61,115235,820,0.409979773261955,4,0,10942,0.1876470879086,retired,17,Platinum,Houston,Late,Late,Missed,Late,Late,Late
CUST0085,51,186230,336,0.39074796579382,2,0,51440,0.453189991654454,EMP,10,Platinum,Chicago,On-time,Missed,Late,On-time,Late,On-time
CUST0086,27,80215,572,0.69621373073494,5,0,12707,0.280770096597091,Employed,19,Gold,New York,Missed,Missed,On-time,Late,Missed,On-time
CUST0087,53,141131,601,0.642454297901175,3,1,92865,0.322484881604563,Unemployed,4,Business,Chicago,On-time,Missed,On-time,Late,On-time,Missed
CUST0088,31,188416,680,0.524045126686842,0,0,35598,0.348546452464674,retired,18,Business,New York,On-time,Late,On-time,Late,Missed,On-time
CUST0089,48,129585,458,0.355563738414605,4,0,51431,0.174629987010177,retired,18,Business,Chicago,On-time,Late,Missed,Late,Missed,On-time
CUST0090,65,127856,361,1.02584252626005,2,0,2200,0.346266613681988,EMP,14,Standard,Chicago,On-time,Late,On-time,Missed,Missed,On-time
CUST0091,32,90353,664,0.682474922792573,3,0,20525,0.309912653615463,employed,15,Platinum,Los Angeles,On-time,Late,Late,On-time,On-time,Late
CUST0092,25,18709,444,0.180457616045318,6,0,44437,0.23564693022956,employed,8,Business,Phoenix,Missed,Late,Late,On-time,On-time,Late
CUST0093,31,90353,372,0.396748796812574,6,0,59192,0.184346401516227,retired,3,Standard,Houston,Late,Late,Missed,On-time,Missed,On-time
CUST0094,40,,439,0.686355219481741,3,0,17401,0.360588554795727,Employed,14,Gold,Houston,On-time,Late,Missed,On-time,On-time,Late
CUST0095,74,35056,648,0.340092215753463,3,0,67236,0.412771200819487,Unemployed,11,Business,Houston,Missed,Late,Missed,Missed,Missed,On-time
CUST0096,57,90353,306,0.570309591765177,3,0,11251,0.31785905173928,retired,2,Business,New York,On-time,Late,Missed,Late,Missed,Missed
CUST0097,38,121357,742,0.690159260067229,5,0,8110,0.156553465815031,Self-employed,13,Standard,Houston,On-time,On-time,Missed,Missed,On-time,On-time
CUST0098,33,152326,383,0.05,3,0,10778,0.194266718282526,Unemployed,16,Platinum,Houston,Missed,Late,On-time,On-time,Missed,On-time
CUST0099,62,189197,639,0.478392460042149,4,1,50183,0.256787629067594,employed,18,Gold,Los Angeles,Missed,Late,On-time,Missed,On-time,Late
CUST0100,35,54298,495,0.486241830713024,2,0,13355,0.456461974116075,retired,5,Business,Chicago,Late,Missed,Missed,Late,Late,Late
CUST0101,64,106007,820,0.417585508863242,5,0,11061,0.275324933790112,EMP,3,Platinum,Houston,On-time,Late,Missed,Late,Late,Missed
CUST0102,70,155734,563,0.560339026989208,3,0,79354,0.25314310772018,Self-employed,6,Gold,Phoenix,Late,Missed,Missed,Missed,Missed,On-time
CUST0103,41,163216,429,0.631503921499174,1,1,,0.132651520032388,retired,18,Student,Houston,Late,Missed,Late,Late,Missed,On-time
CUST0104,43,107658,679,0.528410188864921,1,0,60628,0.234331520988988,Employed,16,Student,New York,Late,On-time,Late,Late,Missed,Missed
CUST0105,42,178165,383,0.425234521190113,2,0,,0.176706364600916,Self-employed,15,Gold,New York,Missed,On-time,Missed,On-time,On-time,Late
CUST0106,62,99076,340,0.626524259956853,6,0,30443,0.199682016907719,retired,14,Standard,New York,Late,Late,Late,Missed,Missed,Missed
CUST0107,58,117023,339,0.509810681854871,0,0,42556,0.311995068015874,Employed,7,Gold,Houston,On-time,On-time,Late,Late,Late,On-time
CUST0108,46,127816,820,0.453859917360904,0,0,94000,0.259883579438882,Self-employed,18,Gold,Los Angeles,Missed,Missed,Late,On-time,On-time,Missed
CUST0109,32,19748,354,0.237544122932216,6,0,29584,0.469949445267134,Employed,7,Standard,Phoenix,Missed,Late,On-time,Late,Missed,Late
CUST0110,62,170026,523,0.187469042946784,5,0,64950,0.407800337270747,Employed,17,Standard,Houston,Missed,Missed,On-time,Late,On-time,On-time
CUST0111,18,43732,474,0.233754041457185,5,0,76774,0.239111606218966,Self-employed,15,Platinum,Los Angeles,Missed,Missed,On-time,Late,Late,Late
CUST0112,42,16015,332,0.555665812244043,5,0,8828,0.208318215825948,Self-employed,19,Platinum,Los Angeles,Late,Missed,Late,Late,Late,On-time
CUST0113,24,153311,475,0.484184250478729,0,1,692,0.438264193566419,Employed,18,Standard,Houston,Missed,Late,Late,Late,Missed,On-time
CUST0114,26,,725,0.203943180358507,1,0,77743,0.466004248948348,employed,9,Student,Houston,On-time,Late,Late,Late,On-time,On-time
CUST0115,41,138961,826,0.629183565158762,0,0,32588,0.1,Self-employed,16,Student,Los Angeles,On-time,On-time,Missed,Late,Missed,Late
CUST0116,18,121884,,0.774861902635819,4,0,,0.30928576239717,retired,12,Gold,Los Angeles,On-time,Late,Late,Late,Missed,Late
CUST0117,61,19835,629,0.380301276656732,3,1,55980,0.274812169210327,Unemployed,12,Business,Los Angeles,Late,Late,Missed,Missed,Missed,Missed
CUST0118,25,84724,655,0.151803628526325,5,0,22510,0.364912014005993,EMP,6,Gold,Houston,Late,Late,On-time,Late,On-time,Late
CUST0119,41,125448,644,0.358174723019617,1,1,82909,0.49426681241615,Employed,9,Gold,Los Angeles,On-time,Late,On-time,Missed,Late,Missed
CUST0120,28,134156,584,0.670892125358938,2,0,30509,0.25159429806722,Employed,1,Business,New York,Late,Missed,Late,Late,On-time,Missed
CUST0121,68,190333,526,0.609705971706954,2,0,,0.1,EMP,3,Standard,Houston,Missed,On-time,Missed,On-time,On-time,Missed
CUST0122,34,125226,354,0.315513462797704,3,0,35598,0.357900770014926,employed,5,Student,New York,Late,On-time,On-time,Late,Missed,On-time
CUST0123,25,80953,623,0.804234427552948,1,1,71588,0.43899640686042,EMP,17,Gold,Chicago,On-time,On-time,Missed,Missed,On-time,Missed
CUST0124,52,129692,522,0.769656013185279,0,0,36955,0.269624021848022,Self-employed,5,Business,Houston,Late,On-time,On-time,Late,On-time,Late
CUST0125,52,199402,427,0.353398787344671,0,1,,0.229496251986033,EMP,16,Platinum,Chicago,On-time,On-time,Late,On-time,Missed,Missed
CUST0126,50,90880,800,0.351341999407006,4,1,89537,0.25627405946223,Employed,13,Gold,Los Angeles,On-time,On-time,Missed,Late,On-time,Late
CUST0127,22,118081,623,0.381434412524102,4,0,16034,0.385020536713123,EMP,10,Student,Los Angeles,Late,On-time,Late,Missed,Late,On-time
CUST0128,59,115497,693,0.39853344492229,0,0,89537,0.254553905871501,Unemployed,18,Standard,Phoenix,On-time,Late,Late,Missed,Missed,Late
CUST0129,56,199402,777,0.690107601585688,2,1,96507,0.332876030034284,retired,1,Gold,Los Angeles,Late,Missed,On-time,Missed,Missed,Missed
CUST0130,58,166836,781,0.585065812095318,5,0,76445,0.302780291573994,Self-employed,2,Gold,Chicago,On-time,On-time,Missed,Missed,Late,Missed
CUST0131,45,187627,766,0.675415753870117,2,0,20052,0.292462038757723,EMP,10,Business,Los Angeles,On-time,On-time,On-time,On-time,Missed,Late
CUST0132,24,73141,717,0.63471302863734,4,0,36913,0.370129232675223,Employed,5,Platinum,Houston,Late,Late,Missed,Late,Missed,On-time
CUST0133,26,180983,427,0.842905413638746,3,0,77209,0.25214201001358,retired,13,Platinum,Los Angeles,Missed,Late,Missed,Late,Missed,Late
CUST0134,25,168772,388,0.288122891238171,0,1,94363,0.256941343981772,Self-employed,18,Standard,Phoenix,Missed,On-time,On-time,Missed,Missed,Missed
CUST0135,29,16252,441,0.576071706076783,4,0,96056,0.379760284999975,Employed,15,Student,Los Angeles,Late,On-time,Late,On-time,Missed,Late
CUST0136,51,118333,346,0.0652357487530604,4,0,20081,0.201307467583134,employed,6,Standard,Chicago,On-time,On-time,Missed,Missed,Missed,Late
CUST0137,50,192247,387,0.236608885180628,5,0,28730,0.211977980917767,Unemployed,7,Gold,Chicago,Missed,Missed,On-time,Missed,On-time,On-time
CUST0138,65,199294,505,0.48502932281303,0,0,85107,0.17396857086564,employed,18,Gold,Los Angeles,Late,Late,Missed,Missed,On-time,On-time
CUST0139,72,138961,402,0.583641322550907,5,1,42556,0.384901091327655,Unemployed,19,Platinum,Chicago,Missed,On-time,On-time,Late,Late,On-time
CUST0140,40,129548,794,0.479636851594086,0,0,16693,0.289476303191873,EMP,15,Student,Chicago,On-time,On-time,On-time,Late,Late,On-time
CUST0141,41,58088,567,0.386561516237464,5,0,10951,0.168638485392093,Self-employed,6,Business,Phoenix,On-time,Late,Missed,On-time,Missed,On-time
CUST0142,54,30485,617,0.422116424501392,2,0,76861,0.385380856230906,EMP,8,Student,Houston,Late,On-time,Missed,Late,Missed,Late
CUST0143,52,178165,823,0.77388819528482,3,0,19977,0.244445783842456,Unemployed,12,Gold,Phoenix,On-time,Late,On-time,Missed,On-time,Late
CUST0144,61,77292,414,0.423193564423971,3,1,60348,0.212832192116311,Unemployed,0,Business,New York,On-time,Late,Missed,On-time,On-time,On-time
CUST0145,57,,694,0.849848324408705,0,0,3494,0.280432144112304,Unemployed,7,Student,Phoenix,On-time,Missed,On-time,Missed,Late,On-time
CUST0146,39,41790,681,0.658803414708226,1,0,17913,0.447872360946789,retired,3,Student,Los Angeles,Missed,Late,On-time,Late,Late,Missed
CUST0147,44,31364,757,0.591507469229646,6,0,10942,0.260503780350342,Employed,2,Business,Houston,Late,On-time,Late,Missed,Late,On-time
CUST0148,52,129692,826,0.2612806179358,4,1,5539,0.357533886411558,Self-employed,2,Gold,Los Angeles,Missed,Late,Missed,Late,Late,Late
CUST0149,18,15404,588,0.687047632279925,4,0,91432,0.372708002045095,EMP,12,Student,New York,On-time,On-time,On-time,Late,On-time,On-time
CUST0150,52,32955,302,0.4012458844503,0,0,19796,0.34432732980064,EMP,7,Business,Houston,Late,On-time,On-time,Late,On-time,Late
CUST0151,54,53513,328,0.26111204839886,5,0,95276,0.427107164967426,employed,6,Gold,Chicago,On-time,Late,Late,Missed,Late,Missed
CUST0152,64,189197,524,0.602568722615875,1,1,6118,0.229288399536772,Unemployed,0,Business,Phoenix,On-time,Missed,On-time,Late,On-time,Late
CUST0153,31,97986,326,0.222410787886692,2,0,34897,0.195666515694966,Unemployed,15,Business,Los Angeles,On-time,Late,Missed,On-time,Missed,Missed
CUST0154,20,,718,0.347551707574083,5,0,39006,0.1937033343975,Unemployed,5,Student,New York,On-time,Missed,Missed,Late,Late,Missed
CUST0155,18,116570,823,0.497976817706217,5,0,36342,0.28555315847002,EMP,6,Gold,Chicago,Missed,Missed,Missed,Late,Late,Late
CUST0156,22,119185,711,0.943684284822945,0,0,44454,0.205295334215947,employed,11,Student,Phoenix,Late,Missed,On-time,Late,Missed,Missed
CUST0157,43,136465,823,0.362616848841502,0,0,92381,0.314754091186532,Employed,8,Standard,Chicago,On-time,Late,Late,Late,Late,Missed
CUST0158,72,21801,805,0.408356696139884,4,1,95267,0.307698841972489,retired,10,Standard,Phoenix,On-time,On-time,Late,Late,Missed,Missed
CUST0159,31,15404,316,0.646469010884329,0,0,71791,0.401857330318604,Self-employed,9,Gold,Houston,Late,On-time,On-time,On-time,Missed,On-time
CUST0160,56,54081,566,0.25234086232479,0,0,43927,0.329114430823604,Employed,0,Business,Chicago,On-time,Late,Missed,On-time,Late,On-time
CUST0161,44,74494,319,0.588561276204183,0,0,48397,0.258384814413855,EMP,17,Student,Chicago,On-time,Late,Missed,On-time,On-time,Late
CUST0162,26,89740,385,0.741185361523317,4,0,96485,0.341084920443268,retired,3,Student,Chicago,Late,Missed,Missed,Late,On-time,Late
CUST0163,32,116570,402,0.438581023057779,2,0,26000,0.196980598010205,retired,4,Gold,Houston,Missed,Missed,On-time,Late,Late,Late
CUST0164,32,117795,670,0.705230856279373,2,1,14417,0.296185931197568,retired,8,Gold,New York,Missed,Missed,On-time,Missed,On-time,On-time
CUST0165,43,97844,391,0.558289984642361,6,0,,0.331940123359558,Unemployed,16,Standard,Phoenix,Missed,Late,Late,Missed,Missed,Late
